airID,airline,airlinealias,IATA,ICAO,callsign,country,active
9851,Air Comet Chile,NA,3I,\N,NA,Chile,Y
9853,Nazca,NA,-.,\N,NA,Peru,N
9859,German Air Force - FLB,NA,NA,FLB,FLB,Germany,Y
10069,City-Air Germany,NA,NA,CIP,NA,Germany,N
10094,Voronezhskie Airlanes,NA,DN,\N,NA,Russia,N
10114,Line Blue,NA,L8,LBL,Bluebird,Germany,Y
10117,FlyLAL Charters,NA,NA,LLC,NA,Lithuania,Y
10118,Blue Sky America,NA,BU,BKY,NA,United States,N
10119,Texas Spirit,NA,XS,TXP,NA,United States,N
10121,Illinois Airways,NA,IL,ILW,NA,United States,N
10122,Salzburg arrows,SZA,SZ,\N,SZA,Austria,Y
10123,Texas Wings,NA,TQ,TXW,TXW,United States,Y
10124,California Western,NA,KT,CWS,NA,United States,N
10128,Dennis Sky,Dennis Sky Holding,DH,DSY,DSY,Israel,Y
10224,Zz,NA,ZZ,\N,NA,Belgium,Y
10226,Atifly,NA,A1,A1F,atifly,United States,Y
10318,Air UK,NA,UK,\N,NA,United Kingdom,N
10334,Suckling Airways,NA,CB,\N,NA,United Kingdom,N
10367,Reno Sky,NA,RY,\N,NA,United States,N
10371,Aerolineas heredas santa maria,NA,NA,SZB,NA,Dominican Republic,Y
10372,Ciao Air,NA,99,\N,NA,Italy,Y
10642,Jc royal.britannica,NA,NA,JRB,NA,United Kingdom,Y
10646,Birmingham European,NA,VB,\N,NA,United Kingdom,N
10650,Pal airlines,NA,5P,\N,NA,Chile,Y
10673,CanXpress,NA,C1,CA1,CAX,Canada,Y
10674,Danube Wings (V5),NA,V5,\N,NA,Slovakia,Y
10675,Sharp Airlines,NA,SH,SHA,SHARP,Australia,Y
10683,CanXplorer,NA,C2,CAP,NA,Canada,Y
10715,Click (Mexicana),NA,QA,\N,NA,Mexico,Y
10735,World Experience Airline,WEA,W1,WE1,WEA,Canada,Y
10737,ALAK,NA,J4,\N,NA,Russia,Y
10738,AJT Air International,NA,E9,\N,NA,Russia,N
10739,Air Choice One,NA,3E,\N,NA,United States,Y
10740,Tianjin Airlines,NA,NA,GCR,NA,China,Y
10741,China United,NA,KN,\N,NA,China,Y
10748,Locair,NA,ZQ,LOC,LOCAIR,United States,Y
10758,Safi Airlines,NA,4Q,\N,NA,Afghanistan,Y
10765,SeaPort Airlines,NA,K5,SQH,SASQUATCH,United States,Y
10776,Salmon Air,NA,S6,\N,NA,United States,Y
10796,Fly Illi,NA,IL,ILY,NA,United States,N
10798,Bobb Air Freight,NA,01,\N,NA,Germany,Y
10800,Star1 Airlines,NA,V9,HCW,NA,Lithuania,Y
10845,Pelita,NA,6D,\N,NA,Indonesia,Y
10902,Alpi Eagles (E8),NA,E8,\N,NA,Italy,N
10912,Alaska Seaplane Service,NA,J5,\N,NA,United States,Y
10929,TAN,NA,T8,\N,NA,Argentina,N
10945,Enerjet,NA,NA,ENJ,ENERJET AIR,Canada,Y
10955,MexicanaLink,NA,I6,MXI,LINK,Mexico,Y
10960,Island Spirit,NA,IP,ISX,NA,Iceland,Y
10969,TACA Peru,NA,T0,\N,TACA PERU,Peru,Y
11700,Orbest,NA,NA,OBS,ORBEST,Portugal,Y
11719,Southern Air Charter,NA,NA,SOA,NA,Bahamas,Y
11724,SVG Air,NA,NA,SVG,Grenadines,Saint Vincent and the Grenadines,Y
11726,Air Century,NA,NA,CEY,NA,Dominican Republic,Y
11731,Pan Am World Airways Dominicana,PAWA Dominicana,7Q,\N,PAWA,Dominican Republic,Y
11732,Primera Air,NA,PF,\N,PRIMERA,Iceland,Y
11741,Air Antilles Express,NA,3S,\N,GREEN BIRD,Guadeloupe,Y
11751,Sol Lineas Aereas,NA,NA,OLS,FLIGHT SOL,Argentina,Y
11755,Regional Paraguaya,NA,P7,REP,REGIOPAR,Paraguay,Y
11761,VIP Ecuador,NA,V6,\N,NA,Ecuador,Y
11762,Transportes Aereos Cielos Andinos,NA,NA,NDN,ANDINOS,Peru,Y
11763,Peruvian Airlines,NA,P9,\N,NA,Peru,Y
11765,EasyFly,NA,NA,EFY,EASYFLY,Colombia,Y
11767,Polar Airlines,NA,ЯП,\N,NA,Russia,Y
11794,Catovair,NA,OC,\N,CATOVAIR,Mauritius,Y
11795,Andalus Lineas Aereas,NA,NA,ANU,Andalus,Spain,Y
11798,Air 26,NA,NA,DCD,DUCARD,Angola,Y
11800,Mauritania Airways,NA,NA,MTW,MAURITANIA AIRWAYS,Mauritania,Y
11802,CEIBA Intercontinental,NA,NA,CEL,CEIBA LINE,Equatorial Guinea,Y
11804,Halcyonair,NA,7Z,\N,CREOLE,Cape Verde,Y
11805,Business Aviation,NA,4P,\N,AFRICAN BUSINESS,Congo (Kinshasa),Y
11806,Compagnie Africaine d\\'Aviation,NA,E9,\N,AFRICOMPANY,Congo (Kinshasa),Y
11808,Zambia Skyways,NA,K8,\N,ZAMBIA SKIES,Zambia,Y
11811,AlMasria Universal Airlines,NA,UJ,LMU,ALMASRIA,Egypt,Y
11813,EgyptAir Express,NA,NA,MSE,EGYPTAIR EXPRESS,Egypt,Y
11814,SmartLynx Airlines,NA,6Y,\N,NA,Latvia,Y
11815,Air Italy Egypt,NA,NA,EUD,NA,Egypt,Y
11816,KoralBlue Airlines,NA,K7,KBR,KORAL BLUE,Egypt,Y
11820,Wind Rose Aviation,NA,NA,WRC,WIND ROSE,Ukraine,Y
11823,Elysian Airlines,NA,E4,GIE,NA,Cameroon,Y
11833,Sevenair,NA,NA,SEN,SEVENAIR,Tunisia,Y
11834,Hellenic Imperial Airways,NA,HT,IMP,IMPERIAL,Greece,Y
11836,Amsterdam Airlines,NA,WD,AAN,AMSTEL,Netherlands,Y
11838,Arik Niger,NA,Q9,NAK,NA,Niger,Y
11839,Dana Air,NA,DA,\N,DANACO,Nigeria,Y
11840,STP Airways,NA,8F,STP,SAOTOME AIRWAYS,Sao Tome and Principe,Y
11843,Med Airways,NA,7Y,\N,FLYING CARPET,Lebanon,Y
11850,Skyjet Airlines,NA,UQ,SJU,SKYJET,Uganda,Y
11855,Air Volga,NA,G6,\N,GOUMRAK,Russia,Y
11856,Transavia Denmark,NA,NA,TDK,NA,Denmark,Y
11857,Royal Falcon,NA,RL,RFJ,NA,Jordan,Y
11873,Euroline,NA,4L,MJX,GEO-LINE,Georgia,Y
11922,Worldways,NA,WG,WGC,NA,Canada,N
11943,Turkuaz Airlines,NA,NA,TRK,TURKU,Turkey,Y
11947,Athens Airways,NA,ZF,\N,ATHENSAIR,Greece,Y
11948,Viking Hellas,NA,VQ,VKH,DELPHI,Greece,Y
11949,Norlandair,NA,NA,FNA,NORLAND,Iceland,Y
11950,Flugfelag Vestmannaeyja,NA,NA,FVM,ELEGANT,Iceland,Y
11963,Starline.kz,NA,DZ,\N,ALUNK,Kazakhstan,Y
11995,Euro Harmony,Euro Harmony,EH,EHM,NA,Portugal,N
12960,Lugansk Airlines,NA,L7,\N,ENTERPRISE LUHANSK,Ukraine,Y
12961,Gryphon Airlines,NA,6P,\N,NA,United States,Y
12962,Gadair European Airlines,NA,GP,GDR,GADAIR,Spain,Y
12965,Spirit of Manila Airlines,NA,SM,MNP,MANILA SKY,Philippines,Y
12975,Chongqing Airlines,NA,OQ,CQN,CHONG QING,China,Y
12976,Grand China Air,NA,NA,GDC,GRAND CHINA,China,Y
12978,West Air China,NA,PN,CHB,WEST CHINA,China,Y
12990,Falcon Air (IH),NA,IH,\N,NA,Sweden,N
12997,QatXpress,qatXpress,C3,QAX,NA,Qatar,Y
13076,OneChina,OneChina,1C,1CH,NA,China,Y
13088,NordStar Airlines,NA,Y7,\N,NA,Russia,Y
13089,Joy Air,NA,JR,JOY,JOY AIR,China,Y
13105,Air India Regional,NA,CD,\N,ALLIED,India,Y
13106,MDLR Airlines,NA,9H,\N,MDLR,India,Y
13107,Jagson Airlines,NA,NA,JGN,JAGSON,India,Y
13108,Maldivian,NA,Q2,\N,ISLAND AVIATION,Maldives,Y
13130,Xpressair,NA,XN,\N,NA,Indonesia,Y
13178,Strategic Airlines,NA,VC,\N,NA,Australia,Y
13181,Fars Air Qeshm,NA,NA,QFZ,FARS AIR,Iran,Y
13187,Eastok Avia,NA,NA,EAA,NA,Kyrgyzstan,Y
13188,Jupiter Airlines,NA,NA,JPU,JUPITERAIR,United Arab Emirates,Y
13189,Vision Air International,NA,NA,VIS,NA,Pakistan,Y
13190,Al-Naser Airlines,NA,NA,\N,NA,Iraq,Y
13200,Fuji Dream Airlines,NA,JH,\N,FUJI DREAM,Japan,Y
13202,Korea Express Air,NA,NA,KEA,NA,South Korea,Y
13209,Eznis Airways,NA,NA,EZA,EZNIS,Mongolia,Y
13211,Pacific Flier,NA,NA,PFL,KOROR,Palau,Y
13217,Syrian Pearl Airlines,NA,NA,PSB,NA,Syria,Y
13218,SGA Airlines,NA,5E,\N,SIAM,Thailand,Y
13242,Air2there,NA,F8,\N,NA,New Zealand,Y
13254,Avianova (Russia),NA,AO,\N,Nova,Russia,Y
13303,Parmiss Airlines (IPV),NA,PA,IPV,IPV,Iran,Y
13304,EuropeSky,NA,ES,EUV,EuropeSky,Germany,Y
13306,BRAZIL AIR,BRAZIL AIR,GB,BZE,BRAZIL AIR,Brazil,Y
13335,Homer Air,Homer Sky,MR,OME,NA,Germany,Y
13388,Court Line,NA,??,???,NA,United Kingdom,N
13389,South West Africa Territory Force,SWATF,??,***,NA,Namibia,N
13390,Lombards Air,NA,++,---,NA,South Africa,N
13391,U.S. Air,NA,-+,--+,NA,United States,Y
13392,Flitestar,NA,GM,===,NA,South Africa,N
13394,Jayrow,NA,\\',\\'\\,NA,Australia,Y
13395,Llloyd Helicopters,NA,::,:::,NA,Australia,N
13397,Wilderness Air,NA,;;,\N,NA,Australia,Y
13398,Whitaker Air,NA,^^,\N,NA,Australia,Y
13633,PanAm World Airways,NA,WQ,PQW,NA,United States,Y
13690,Virginwings,NA,YY,VWA,NA,Germany,Y
13704,KSY,Kreta Sky,KY,KSY,KSY,Greece,Y
13732,Buquebus Líneas Aéreas,NA,BQ,BQB,NA,Uruguay,Y
13734,SOCHI AIR,SOCHI,CQ,KOL,SLOW FROG,Russia,Y
13757,Wizz Air Ukraine,NA,WU,WAU,WIZZAIR UKRAINE,Ukraine,Y
13781,88,NA,47,VVN,NA,Cyprus,Y
13815,LCM AIRLINES,NA,LQ,LMM,NA,Russia,Y
13838,Aero Brazil,NA,BZ,BZL,NA,Brazil,N
13899,Cambodia Angkor Air (K6),NA,K6,\N,NA,Cambodia,Y
13905,Skyline nepc,NA,D5,\N,NA,India,N
13923,THREE,NA,H3,T33,NA,China,N
13936,Royal European Airlines,NA,69,\N,NA,United Kingdom,Y
13947,Tom\\'s & co airliners,Tom\\'s air,&T,T&O,T&,France,Y
13983,Azul,Azul Linhas Aéreas Brasileiras,AD,AZU,NA,Brazil,Y
14061,LSM Airlines,slowbird,PQ,LOO,slowbird,Russia,Y
14069,Zapolyarie Airlines,Zapolyarye Airlines,NA,PZY,NA,Russia,Y
14073,Finlandian,NA,NA,FN1,NA,Finland,Y
14094,LionXpress,lionXpress,C4,LIX,LIX,Cameroon,Y
14109,Nik Airways,NA,X1,\N,NA,Saudi Arabia,N
14118,Genesis,NA,GK,\N,NA,Pakistan,Y
14388,Congo Express,NA,XZ,\N,EXPRESSWAYS,Congo (Kinshasa),Y
14485,Fly Dubai,NA,FZ,FDB,NA,United Arab Emirates,Y
14620,Domenican Airlines,Domenican,D1,MDO,Domenican,Dominican Republic,Y
14679,ConneX European Airline,NA,NA,2CO,ConneX,Austria,Y
14725,Air Atlantic,NA,9A,\N,Atlantic,Canada,N
14728,Air Ops,NA,CR,\N,NA,Sweden,N
14849,Aereonautica militare,NA,JY,AXZ,NA,Italy,Y
14858,Kal Star Aviation,NA,NA,KLS,NA,Indonesia,Y
14881,LSM AIRLINES,Russian. Yours Air Lines,YZ,YZZ,Moscow frog,Russia,Y
14921,Aero Lloyd (YP),NA,YP,AEF,NA,Germany,N
15814,UTair-Express,NA,UR,\N,NA,Russia,Y
15837,Huaxia,HUAXIA,G5,\N,NA,China,Y
15867,Zabaykalskii Airlines,Baikal Airlines,ZP,ZZZ,Lakeair,Russia,Y
15887,CBM America,NA,NA,XBM,AIRMAX,United States,Y
15893,Marysya Airlines,MARYSYA AIRLINES,M4,1QA,MARSHAK AIR,Russia,Y
15897,N1,NA,N1,\N,NA,Peru,Y
15930,Airlink (SAA),NA,4Z,\N,NA,South Africa,Y
15939,Westfalia Express VA,NA,NA,WFX,NA,Germany,Y
15953,JobAir,NA,3B,\N,NA,Czech Republic,Y
15970,Zuliana de Aviacion,Zuliana,OD,ULA,NA,Venezuela,N
15975,Black Stallion Airways,NA,BZ,BSA,Stallion,United States,Y
15984,German International Air Lines,Germanair,GM,GER,NA,Germany,Y
15985,TrasBrasil,NA,TB,TBZ,NA,Brazil,Y
15989,TransBrasil Airlines,NA,TH,THS,NA,Brazil,Y
15999,China SSS,Chunqiu Airlines,9C,\N,NA,China,Y
16025,Nihon.jet,NA,NJ,\N,NA,Japan,N
16084,AIR INDOCHINE,NA,NA,IIA,NA,Vietnam,Y
16093,Transportes Aéreos Nacionales de Selva,NA,TJ,\N,Aereos Selva,Peru,N
16100,Happy Air,NA,NA,HPY,NA,Thailand,Y
16101,Solar Air,NA,NA,SRB,Solar Air,Thailand,Y
16103,Air Mekong,NA,P8,MKG,Air Mekong,Vietnam,Y
16110,Harbour Air (Priv),NA,H3,\N,NA,Canada,Y
16116,Air Hamburg (AHO),NA,HH,AHO,Air Hamburg,Germany,Y
16120,ZABAIKAL AIRLINES,ZABAIKAL,Z6,ZTT,BAIKAL,Russia,Y
16127,TransHolding,Trans,TI,THI,NA,Brazil,Y
16130,SUR Lineas Aereas,NA,NA,SZZ,NA,Argentina,Y
16131,Aerolineas Africanas,NA,NA,AA1,NA,Guinea,Y
16133,Yeti Airways,NA,YT,\N,NA,Nepal,Y
16134,Georgian Airlines,NA,NA,GEG,NA,Georgia,N
16135,Yellowstone Club Private Shuttle,NA,Y1,\N,YCS,United States,Y
16136,Caucasus Airlines,NA,NS,\N,NA,Georgia,Y
16139,Serbian Airlines,NA,S1,SA1,NA,Serbia,Y
16149,Windward Islands Airways,NA,WM,\N,Winair,Netherlands Antilles,Y
16150,TransHolding System,NA,YO,TYS,NA,Brazil,Y
16151,CCML Airlines,NA,CB,CCC,NA,Colombia,Y
16197,Air Charter International,NA,SF,\N,NA,France,N
16198,Small Planet Airlines,NA,NA,ELC,NA,Lithuania,Y
16234,Fly Brasil,Fly Brasil,F1,FBL,FBL,Brazil,Y
16260,AUOS,AUOS,NA,AUK,AUOS,United Kingdom,N
16261,CB Airways UK ( Interliging Flights ),NA,1F,CIF,NA,United Kingdom,Y
16262,Fly Colombia ( Interliging Flights ),NA,3F,3FF,NA,Colombia,Y
16264,Trans Pas Air,NA,T6,TP6,NA,United States,Y
16273,KMV,NA,МИ,\N,Air Minvody,Russia,Y
16323,Himalayan Airlines,Himalaya,HC,HYM,Himalayan,Nepal,Y
16327,Indya Airline Group,Indya1,G1,IG1,Indya1,India,Y
16329,Sunwing,NA,WG,\N,sunwing,Canada,Y
16358,Turkish Wings Domestic,NA,NA,TWD,TWD,Turkey,Y
16359,Japan Regio,NA,ZX,ZXY,NA,Japan,Y
16362,OCEAN AIR CARGO,NA,NA,IXO,NA,India,Y
16363,Norte Lineas Aereas,NORTE,N0,\N,NA,Argentina,Y
16364,Austral Brasil,Austral Brasil lineas aereas,W7,\N,NA,Brazil,Y
16373,PEGASUS AIRLINES-,NA,H9,\N,NA,Turkey,Y
16399,AirLiberté,NA,IJ,\N,NA,France,N
16409,Nihon.jet connect,NA,NA,NX1,NA,Kyrgyzstan,Y
16415,Camair-co,NA,QC,\N,NA,Cameroon,Y
16437,Aerocontinente (Priv),NA,N6,\N,NA,Peru,N
16459,Sky Regional,Air Canada Express,RS,SKV,Sky Regional,Canada,Y
16475,TUR Avrupa Hava YollarÄ±,TUR European Airways,YI,\N,TurAvrupa,Turkey,N
16487,Cruzeiro do Sul Servicos Aereos,NA,NA,CRZ,NA,Brazil,N
16507,LSM International,Moskva-air,II,UWW,moose,Russia,Y
16508,Baikotovitchestrian Airlines,NA,BU,BUU,NA,American Samoa,Y
16511,Luchsh Airlines,Air luch,L4,LJJ,russian sky,Russia,Y
16556,ENTERair,NA,NA,QQQ,NA,Poland,Y
16570,Zimbabwean Airlines,NA,Z7,\N,NA,Zimbabwe,N
16585,Air Cargo Germany,NA,6U,\N,Loadmaster,Germany,Y
16615,Mongolian International Air Lines,Mongol Air,7M,ZTF,Mongol_AIr,Mongolia,Y
16616,Alaniya Airlines,Алания,2D,\N,NA,Russia,N
16624,Tway Airlines,NA,TW,TWB,TWAY AIR,South Korea,Y
16625,Papillon Grand Canyon Helicopters,NA,HI,\N,NA,United States,Y
16628,Jusur airways,NA,JX,JSR,NA,Egypt,Y
16645,NEXT Brasil,NEXT,XB,NXB,XB,Brazil,Y
16660,AeroWorld,Sovet Air,W4,WER,sovet,Russia,Y
16671,Cook Island Air,NA,KH,\N,NA,Cook Islands,N
16675,US Africa Airways,NA,E8,\N,NA,United States,N
16695,GNB Linhas Aereas,NA,GN,\N,NA,Brazil,Y
16702,Usa Sky Cargo,USky,E1,ES2,USKY,United States,Y
16707,Hankook Airline,NA,HN,HNX,HNX,South Korea,Y
16715,Red Jet America,NA,RR,\N,NA,United States,N
16717,REDjet,NA,Z7,\N,NA,Barbados,Y
16719,Hellenic Airways,NA,1H,HEY,Hellenic,Greece,N
16720,Red Jet Andes,NA,PT,\N,NA,Peru,Y
16721,Red Jet Canada,NA,QY,\N,NA,Canada,Y
16723,Sprintair,NA,NA,SRN,NA,Poland,Y
16724,Red Jet Mexico,NA,4X,\N,NA,Mexico,Y
16725,Marusya Airways,Marusya Air,Y8,MRS,snowball,Russia,Y
16726,Era Alaska,NA,7H,ERR,ERAH,United States,Y
16728,AirRussia,RussianConector,R8,RRJ,russiancloud,Russia,Y
16735,Hankook Air US,NA,H1,HA1,NA,United States,Y
16738,NEPC Airlines,NA,D5,\N,NA,India,N
16753,Canadian World,NA,10,CNN,Canadian,Canada,N
16760,Pim Air,NA,NA,PHJ,Pim Air,Netherlands,N
16794,Carpatair Flight Training,NA,NA,SMW,Smartwings,Romania,Y
16796,I-Fly,NA,H5,RSY,RUSSIAN SKY,Russia,Y
16798,T.A.T,NA,IJ,\N,NA,France,N
16804,Compania de Aviacion Faucett,NA,NA,CFP,NA,Peru,N
16808,Kar-Air,NA,NA,KAR,NA,Finland,N
16811,Alinord,NA,DN,\N,NA,Italy,N
16825,Pacific Express,NA,VB,\N,NA,United States,N
16826,Whitejets,NA,NA,WTJ,WHITEJET,Brazil,Y
16837,VickJet,NA,KT,VKJ,Vickjet,France,Y
16844,BVI Airways,NA,XV,\N,NA,British Virgin Islands,Y
16858,Hamburg Airways,NA,NA,HAY,NA,Germany,Y
16860,Salsa d\\'Haiti,NA,SO,SLC,SALSA,Haiti,Y
16867,Zambezi Airlines (ZMA),NA,ZJ,\N,NA,Zambia,Y
16868,Kan Air,NA,NA,KND,Kan Air,Thailand,Y
16881,Air Cudlua,Air Cudlua,NA,CUD,Cudlua,United Kingdom,Y
16882,Polet Airlines (Priv),NA,YQ,\N,NA,Russia,Y
16895,Air Explore,NA,NA,AXE,NA,Slovakia,Y
16900,TROPICAL LINHAS AEREAS,TROPICAL,T1,TP3,NA,Brazil,N
16901,12 North,NA,12,N12,12N,India,Y
16919,Holidays Czech Airlines,NA,NA,HCC,NA,Czech Republic,Y
16921,Comtel Air,NA,NA,COE,NA,Austria,Y
16926,Mint Airways,NA,NA,MIC,NA,Spain,Y
16932,Orbit Airlines,Orbit,NA,OBT,Orbit,United States,Y
16939,Air Bucharest,NA,NA,BUR,NA,Romania,Y
16940,AlbaStar,NA,NA,LAV,NA,Spain,Y
16942,Mauritania Airlines International,NA,L6,MAI,NA,Mauritania,Y
16956,MAT Airways,NA,6F,MKD,NA,Macedonia,Y
16960,Asian Wings Airways,NA,AW,AWM,Asian Star,Burma,Y
16963,Air Arabia Egypt,NA,E5,RBG,NA,Egypt,Y
16967,Eagles Airlines,NA,NA,EGS,EAGLES,Italy,Y
16973,YES Airways,NA,NA,YEP,NA,Poland,Y
16975,Alitalia Cityliner,NA,CT,\N,NA,Italy,Y
16983,Direct Aero Services,NA,NA,DSV,NA,Romania,Y
16985,Medallion Air,NA,NA,MDP,MEDALS,Romania,Y
17022,Orchid Airlines,NA,OI,ORC,NA,Australia,Y
17023,Asia Wings,NA,Y5,AWA,NA,Kazakhstan,Y
17026,Georgian International Airlines,NA,NA,GNN,GEO-LINE,Georgia,Y
17027,Air Batumi,NA,NA,BTM,NA,Georgia,Y
17082,Skywest Australia,NA,XR,\N,NA,Australia,Y
17083,Nile Air,NA,NP,NIA,NILEBIRD,Egypt,Y
17086,Feeder Airlines,NA,NA,FDD,NA,Sudan,Y
17094,Senegal Airlines,NA,DN,SGG,NA,Senegal,Y
17095,Fly 6ix,NA,6I,\N,NA,Sierra Leone,Y
17099,Starbow Airlines,NA,S9,\N,NA,Ghana,Y
17115,Copenhagen Express,NA,0X,CX0,Copex,Denmark,Y
17408,BusinessAir,NA,8B,BCC,NA,Thailand,Y
17519,SENIC AIRLINES,NA,YR,\N,NA,United States,Y
17557,Compass Airlines (Australia),Southern Cross Airlines,NA,CYM,Compair,Australia,N
17563,XOJET,NA,NA,XOJ,NA,United States,Y
17568,Dexter (DXT),Декстер авиатакси,NA,DXT,Dexter,Russia,N
17571,Sky Wing Pacific,NA,C7,CR7,NA,South Korea,Y
17572,Bateleur Air,NA,NA,BEU,NA,South Africa,Y
17574,Air Indus,Indus Airlines Pak,PP,AI0,AIPL,Pakistan,Y
17575,Samurai Airlines,Samurai Airlines (DUMMY),07,770,Sam,Pakistan,N
17614,AirOne Continental,AirOne Continental,00,000,Eastern,Slovakia,N
17618,AirOne Polska,AirOne Polska,U1,001,AOC,Poland,N
17628,Orbit International Airlines,NA,NA,OAI,OA,United States,Y
17629,Orbit Regional Airlines,NA,NA,OAR,OA,United States,Y
17630,Orbit Atlantic Airways,NA,NA,OAN,NA,United States,Y
17658,Volotea,NA,NA,VOO,Volotea,Spain,Y
17666,Go Fly (United Kingdom),NA,NA,GOE,Go Flight,United Kingdom,N
17675,Peach Aviation,NA,MM,\N,Air Peach,Japan,Y
17694,Helitt Líneas Aéreas,NA,NA,HTH,NA,Spain,Y
17695,Russia State Transport,Federal State Budget Inst,NA,RSD,STATE AERO,Russia,Y
17726,Malaysia Wings,NA,NA,MWI,MWI,Malaysia,Y
17750,Aviabus,NA,U1,ABI,NA,Russia,Y
17780,Michael Airlines,Javi,DF,MJG,MJG,Puerto Rico,Y
17786,Korongo Airlines,NA,ZC,KGO,KORONGO,Congo (Kinshasa),Y
17794,Indonesia Sky,NA,I5,IDS,NA,Indonesia,Y
17822,Pelangi,NA,9P,\N,NA,Malaysia,N
17841,Aws express,NA,B0,666,aws,United States,Y
17859,Southjet,NA,76,SJS,NA,United States,Y
17860,Southjet connect,NA,77,ZCS,NA,United States,Y
17861,Air Cape,NA,KP,\N,NA,South Africa,N
17862,Southjet cargo,NA,78,XAN,NA,United States,Y
17881,Iberia Express,NA,I2,IBS,NA,Spain,Y
17885,Interjet (ABC Aerolineas),NA,4O,\N,INTERJET,Mexico,Y
17889,AirOnix,NA,OG,\N,NA,Ukraine,Y
17890,Nordic Global Airlines,NA,NJ,NGB,Nordic Global,Finland,Y
17891,Scoot,NA,TZ,SCO,NA,Singapore,Y
17893,Starling Airlines Spain,NA,SX,STS,STARLING,Spain,N
17909,Hi Fly (5K),NA,5K,\N,NA,Portugal,Y
17911,China Northwest Airlines (WH),NA,WH,\N,NA,China,Y
17935,Zenith International Airline,Zenith,ZN,ZNA,ZENITH,Thailand,Y
17936,Orbit Airlines Azerbaijan,Orbit Azerbaijan,O1,OAB,Orbitaz,Azerbaijan,Y
17955,Air Engiadina-BRN,Air Engiadina-BRN,NA,RQX,Engiadina,Switzerland,N
17963,VG Airlines (IV),NA,NA,FVG,Nico,Belgium,N
17989,Air Alps Aviation (A6),NA,A6,\N,ALPAV,Austria,Y
18011,Austrian Airtransport,NA,NA,AAT,NA,Austria,N
18076,Flying kangaroo Airline,Skippy,NA,FKA,Skippy,Australia,Y
18083,RusJet,NA,NA,RSJ,NA,Russia,Y
18118,VietJet Air,VietJet,NA,VJC,VIETJETAIR,Vietnam,Y
18140,Spantax S.A.,NA,NA,BXS,NA,Spain,N
18169,Patriot Airways,NA,P4,\N,NA,United States,Y
18178,Vision Airlines (V2),NA,V2,RBY,RUBY,United States,Y
18228,Chicago Express (C8),ATA Connection,C8,\N,NA,United States,N
18232,BQB Lineas Aereas,Buquebus,5Q,\N,NA,Uruguay,Y
18237,AirAsia Japan,NA,NA,WAJ,WING ASIA,Japan,Y
18239,Yellowtail,NA,YE,YEL,NA,United States,Y
18241,Royal Airways,Royal Inc.,KG,RAW,RAW,United States,Y
18252,FlyHigh Airlines Ireland (FH),NA,FH,FHI,FLYHIRELAND,Ireland,Y
18257,Executive AirShare,NA,NA,XSR,NA,United States,Y
18475,Hebei Airlines,NA,NA,HBH,Hebei Air,China,Y
18476,Air KBZ,NA,NA,KBZ,Air KBZ,Burma,Y
18477,Aero VIP (2D),NA,2D,\N,NA,Portugal,Y
18497,Yangon Airways Ltd.,NA,YH,\N,NA,Burma,Y
18529,T.J. Air,NA,TJ,TJA,T.J. Air,United States,Y
18543,SkyWork Airlines,NA,SX,\N,SKYFOX,Switzerland,Y
18545,ValueJet,NA,J7,VJA,CRITTER,United States,N
18553,Maastricht Airlines,NA,W2,\N,NA,Netherlands,Y
18592,CheapFlyingInternational,CheapFlying,WL,FQR,cheapflying,France,N
18616,Aviaexpresscruise,NA,E6,\N,NA,Russia,N
18617,Euro Jet,NA,24,\N,NA,Germany,Y
18621,Ukraine Atlantic,NA,NA,UAT,NA,Ukraine,Y
18637,AirOne Atlantic,AirOneAtlantic,00,AO1,NA,Slovakia,N
18643,HQ- Business Express,NA,HQ,\N,BizEx,United States,N
18668,Nesma Airlines,NA,NA,NMA,Nesma Airlines,Egypt,Y
18672,East Horizon,NA,NA,EHN,EAST HORIZON,Afghanistan,Y
18673,Royal Southern Airlines.,Royal Southern,R1,RS1,RSA,Colombia,N
18676,Air Majoro,NA,NA,MJP,Air Majoro,Peru,Y
18681,Fly Zoom,NA,NA,UKZ,NA,United Kingdom,N
18692,Rotana Jet,NA,NA,RJD,ROTANA,United Arab Emirates,Y
18700,SOCHI AIR CHATER,Sochi Air,Q3,QER,russian doll,Russia,Y
18702,Denim Air,FlyNonstop,J7,\N,DNM,Norway,Y
18722,WestAir,NA,OE,\N,NA,United States,N
18723,WestAir Airlines,NA,OE,\N,NA,United States,N
18724,WestAir Airlines,NA,OE,\N,NA,United States,N
18727,North Pacific Airlines,NA,NO,\N,NA,United States,N
18732,Malindo Air,NA,OD,MXD,Malindo,Malaysia,Y
18749,Tramm Airlines,Tramm Airlines,9F,TLM,9F,Netherlands Antilles,N
18762,Lina Congo,NA,GC,\N,NA,Congo (Brazzaville),N
18781,Hermes Airlines,NA,NA,HRM,HERMES,Greece,Y
18825,Flightlink Tanzania,Flightlink,Z9,\N,NA,Tanzania,Y
18828,IzAvia,NA,I8,\N,NA,Russia,Y
18860,Катэкавиа,NA,NA,КТК,NA,Russia,Y
18863,Псковавиа,Псков Авиа,NA,PKV,NA,Russia,Y
18896,3 Valleys Airlines,NA,3V,VA3,3 Valleys,France,N
18930,Maryland Air,Maryland,M1,M1F,Maryland Flight,United States,Y
18944,Insel Air (7I/INC) (Priv),NA,7I,\N,NA,Netherlands Antilles,Y
